graph_class,seed,nodes,edges,density,is_dense,avg_clustering_coefficient,avg_betweenness_centrality,avg_degree_centrality,avg_path_length,small_world_sigma,modularity
dense_random,0,100,3447,0.696364,True,0.698121,0.003098,0.696364,1.303636,0.836587,0.044503
dense_random,0,100,4446,0.898182,True,0.898671,0.001039,0.898182,1.101818,0.931847,0.017978
powerlaw,0,100,291,0.058788,False,0.208674,0.015749,0.058788,2.543434,3.648993,0.347516
powerlaw,0,100,475,0.09596,False,0.195201,0.01242,0.09596,2.217172,1.876761,0.245157
complete,0,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,0,100,522,0.105455,False,0.660339,0.028002,0.105455,3.744242,3.283379,0.612379
unit_disk,0,100,1068,0.215758,False,0.688032,0.014294,0.215758,2.400808,1.997993,0.432018
grid_2d,0,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,0,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,1,100,3451,0.697172,True,0.698582,0.00309,0.697172,1.302828,0.836459,0.042729
dense_random,1,100,4435,0.89596,True,0.895803,0.001062,0.89596,1.10404,0.929817,0.014261
powerlaw,1,100,291,0.058788,False,0.161901,0.016145,0.058788,2.582222,2.788561,0.34356
powerlaw,1,100,475,0.09596,False,0.188553,0.012387,0.09596,2.213939,1.815489,0.250296
complete,1,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,1,100,510,0.10303,False,0.636242,0.026895,0.10303,3.635758,3.368009,0.598035
unit_disk,1,100,1053,0.212727,False,0.674721,0.014207,0.212727,2.392323,2.003554,0.413179
grid_2d,1,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,1,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,2,100,3451,0.697172,True,0.696564,0.00309,0.697172,1.302828,0.834042,0.04465
dense_random,2,100,4459,0.900808,True,0.900391,0.001012,0.900808,1.099192,0.932527,0.016087
powerlaw,2,100,291,0.058788,False,0.132684,0.016048,0.058788,2.572727,2.29376,0.34826
powerlaw,2,100,475,0.09596,False,0.191803,0.012426,0.09596,2.217778,1.84358,0.24751
complete,2,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,2,100,477,0.096364,False,0.632391,0.028963,0.096364,3.838384,3.490826,0.664594
unit_disk,2,100,984,0.198788,False,0.688644,0.015013,0.198788,2.471313,2.166528,0.501451
grid_2d,2,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,2,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,3,100,3459,0.698788,True,0.699695,0.003074,0.698788,1.301212,0.836435,0.045362
dense_random,3,100,4485,0.906061,True,0.905973,0.000959,0.906061,1.093939,0.936136,0.016696
powerlaw,3,100,291,0.058788,False,0.139201,0.016139,0.058788,2.581616,2.398141,0.339669
powerlaw,3,100,475,0.09596,False,0.231469,0.012292,0.09596,2.204646,2.238101,0.251652
complete,3,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,3,100,539,0.108889,False,0.665832,0.022643,0.108889,3.459351,3.036722,0.642809
unit_disk,3,100,1067,0.215556,False,0.703177,0.014199,0.215556,2.391515,2.052456,0.497976
grid_2d,3,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,3,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,4,100,3451,0.697172,True,0.696701,0.00309,0.697172,1.302828,0.834207,0.041433
dense_random,4,100,4470,0.90303,True,0.903025,0.000989,0.90303,1.09697,0.93433,0.016245
powerlaw,4,100,291,0.058788,False,0.104462,0.016605,0.058788,2.627273,1.768387,0.344776
powerlaw,4,100,475,0.09596,False,0.165689,0.012599,0.09596,2.234747,1.580485,0.245509
complete,4,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,4,100,502,0.101414,False,0.67958,0.032074,0.101414,4.143232,3.229093,0.662991
unit_disk,4,100,969,0.195758,False,0.706981,0.016026,0.195758,2.570505,2.182745,0.534646
grid_2d,4,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,4,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,5,100,3480,0.70303,True,0.703481,0.00303,0.70303,1.29697,0.837424,0.043858
dense_random,5,100,4443,0.897576,True,0.897722,0.001045,0.897576,1.102424,0.93112,0.017905
powerlaw,5,100,291,0.058788,False,0.118455,0.016671,0.058788,2.633737,2.000349,0.342379
powerlaw,5,100,475,0.09596,False,0.171307,0.012348,0.09596,2.210101,1.652296,0.237828
complete,5,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,5,100,529,0.106869,False,0.654681,0.028316,0.106869,3.774949,3.168052,0.595145
unit_disk,5,100,1035,0.209091,False,0.697046,0.014989,0.209091,2.468889,2.052148,0.474064
grid_2d,5,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,5,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,6,100,3463,0.699596,True,0.700367,0.003065,0.699596,1.300404,0.836563,0.046392
dense_random,6,100,4433,0.895556,True,0.895429,0.001066,0.895556,1.104444,0.9296,0.015875
powerlaw,6,100,291,0.058788,False,0.099426,0.016759,0.058788,2.642424,1.673478,0.365289
powerlaw,6,100,475,0.09596,False,0.159391,0.01261,0.09596,2.235758,1.519719,0.248406
complete,6,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,6,100,512,0.103434,False,0.629266,0.029524,0.103434,3.893333,3.093339,0.63555
unit_disk,6,100,1010,0.20404,False,0.681488,0.015176,0.20404,2.487273,2.05741,0.508785
grid_2d,6,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,6,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,7,100,3457,0.698384,True,0.698899,0.003078,0.698384,1.301616,0.835821,0.044232
dense_random,7,100,4454,0.899798,True,0.899913,0.001022,0.899798,1.100202,0.932454,0.017871
powerlaw,7,100,291,0.058788,False,0.152078,0.016087,0.058788,2.576566,2.625125,0.341434
powerlaw,7,100,475,0.09596,False,0.179159,0.012472,0.09596,2.222222,1.718612,0.265633
complete,7,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,7,100,497,0.100404,False,0.646289,0.028147,0.100404,3.758384,3.434323,0.635406
unit_disk,7,100,1028,0.207677,False,0.679619,0.014682,0.207677,2.438788,2.043907,0.478124
grid_2d,7,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,7,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,8,100,3490,0.705051,True,0.705308,0.00301,0.705051,1.294949,0.837932,0.041276
dense_random,8,100,4447,0.898384,True,0.898388,0.001037,0.898384,1.101616,0.931468,0.016591
powerlaw,8,100,291,0.058788,False,0.144093,0.016302,0.058788,2.597576,2.467169,0.330694
powerlaw,8,100,475,0.09596,False,0.204882,0.012426,0.09596,2.217778,1.969294,0.241214
complete,8,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,8,100,487,0.098384,False,0.648763,0.028833,0.098384,3.883323,3.378432,0.639573
unit_disk,8,100,1026,0.207273,False,0.682536,0.01456,0.207273,2.426869,2.068114,0.479137
grid_2d,8,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,8,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,9,100,3460,0.69899,True,0.699661,0.003072,0.69899,1.30101,0.836225,0.045994
dense_random,9,100,4460,0.90101,True,0.901497,0.00101,0.90101,1.09899,0.933588,0.017501
powerlaw,9,100,291,0.058788,False,0.185075,0.015854,0.058788,2.553737,3.223266,0.335801
powerlaw,9,100,475,0.09596,False,0.198448,0.012408,0.09596,2.21596,1.90902,0.249272
complete,9,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,9,100,522,0.105455,False,0.648334,0.027945,0.105455,3.738586,3.228567,0.635456
unit_disk,9,100,1031,0.208283,False,0.695043,0.014949,0.208283,2.465051,2.06002,0.471606
grid_2d,9,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,9,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,10,100,3491,0.705253,True,0.705342,0.003008,0.705253,1.294747,0.837807,0.044179
dense_random,10,100,4472,0.903434,True,0.903065,0.000985,0.903434,1.096566,0.934205,0.016048
powerlaw,10,100,291,0.058788,False,0.158658,0.016125,0.058788,2.580202,2.734853,0.34911
powerlaw,10,100,475,0.09596,False,0.185983,0.012546,0.09596,2.229495,1.778251,0.263393
complete,10,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,10,100,522,0.105455,False,0.624748,0.025828,0.105455,3.531111,3.293908,0.587148
unit_disk,10,100,1099,0.22202,False,0.668098,0.013438,0.22202,2.31697,1.935511,0.398414
grid_2d,10,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,10,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,11,100,3515,0.710101,True,0.710071,0.002958,0.710101,1.289899,0.839459,0.040807
dense_random,11,100,4453,0.899596,True,0.899572,0.001025,0.899596,1.100404,0.932186,0.019187
powerlaw,11,100,291,0.058788,False,0.234634,0.016122,0.058788,2.58,4.044791,0.360813
powerlaw,11,100,475,0.09596,False,0.190542,0.012571,0.09596,2.231919,1.819863,0.231705
complete,11,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,11,100,504,0.101818,False,0.635053,0.027957,0.101818,3.739798,3.324039,0.640227
unit_disk,11,100,992,0.200404,False,0.678459,0.01536,0.200404,2.505253,2.082928,0.50941
grid_2d,11,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,11,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,12,100,3424,0.691717,True,0.691363,0.003146,0.691717,1.308283,0.832409,0.044344
dense_random,12,100,4428,0.894545,True,0.895156,0.001076,0.894545,1.105455,0.92975,0.018216
powerlaw,12,100,291,0.058788,False,0.128397,0.016574,0.058788,2.624242,2.176075,0.345573
powerlaw,12,100,475,0.09596,False,0.203506,0.012533,0.09596,2.228283,1.946847,0.250728
complete,12,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,12,100,527,0.106465,False,0.619377,0.026623,0.106465,3.609091,3.151912,0.577774
unit_disk,12,100,1111,0.224444,False,0.678538,0.013669,0.224444,2.339596,1.918975,0.454435
grid_2d,12,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,12,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,13,100,3501,0.707273,True,0.707135,0.002987,0.707273,1.292727,0.838282,0.042395
dense_random,13,100,4470,0.90303,True,0.903623,0.000989,0.90303,1.09697,0.934949,0.015884
powerlaw,13,100,291,0.058788,False,0.124687,0.016479,0.058788,2.614949,2.120708,0.343861
powerlaw,13,100,475,0.09596,False,0.198441,0.012412,0.09596,2.216364,1.9086,0.255151
complete,13,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,13,100,559,0.112929,False,0.631758,0.027477,0.112929,3.692727,2.889898,0.575673
unit_disk,13,100,1138,0.229899,False,0.689911,0.013766,0.229899,2.349091,1.882571,0.438937
grid_2d,13,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,13,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,14,100,3469,0.700808,True,0.701931,0.003053,0.700808,1.299192,0.837419,0.047526
dense_random,14,100,4446,0.898182,True,0.898213,0.001039,0.898182,1.101818,0.931373,0.018132
powerlaw,14,100,291,0.058788,False,0.163624,0.015988,0.058788,2.566869,2.835101,0.337567
powerlaw,14,100,475,0.09596,False,0.192695,0.012573,0.09596,2.232121,1.84026,0.24798
complete,14,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,14,100,489,0.098788,False,0.653302,0.029375,0.098788,3.878788,3.443185,0.68232
unit_disk,14,100,1003,0.202626,False,0.680643,0.014702,0.202626,2.440808,2.113481,0.510602
grid_2d,14,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,14,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,15,100,3425,0.691919,True,0.693663,0.003144,0.691919,1.308081,0.835005,0.043608
dense_random,15,100,4430,0.894949,True,0.895142,0.001072,0.894949,1.105051,0.929563,0.016722
powerlaw,15,100,291,0.058788,False,0.154041,0.016261,0.058788,2.593535,2.641613,0.347982
powerlaw,15,100,475,0.09596,False,0.20261,0.012511,0.09596,2.226061,1.940216,0.261135
complete,15,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,15,100,507,0.102424,False,0.673636,0.02961,0.102424,3.901818,3.350973,0.613653
unit_disk,15,100,1035,0.209091,False,0.70422,0.014919,0.209091,2.46202,2.079054,0.443253
grid_2d,15,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,15,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,16,100,3420,0.690909,True,0.690112,0.003154,0.690909,1.309091,0.831591,0.044507
dense_random,16,100,4415,0.891919,True,0.892506,0.001103,0.891919,1.108081,0.928133,0.017917
powerlaw,16,100,291,0.058788,False,0.154149,0.016306,0.058788,2.59798,2.638934,0.357725
powerlaw,16,100,475,0.09596,False,0.177468,0.012391,0.09596,2.214343,1.708441,0.255902
complete,16,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,16,100,543,0.109697,False,0.660892,0.028143,0.109697,3.75798,3.095442,0.628988
unit_disk,16,100,1068,0.215758,False,0.690782,0.014494,0.215758,2.420404,1.989737,0.508136
grid_2d,16,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,16,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,17,100,3471,0.701212,True,0.700881,0.003049,0.701212,1.298788,0.835832,0.041659
dense_random,17,100,4465,0.90202,True,0.901643,0.001,0.90202,1.09798,0.933318,0.015847
powerlaw,17,100,291,0.058788,False,0.141072,0.01659,0.058788,2.625859,2.38943,0.352352
powerlaw,17,100,475,0.09596,False,0.230288,0.012266,0.09596,2.20202,2.229335,0.24687
complete,17,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,17,100,498,0.100606,False,0.613196,0.027324,0.100606,3.677778,3.320294,0.581775
unit_disk,17,100,1088,0.219798,False,0.673903,0.013605,0.219798,2.333333,1.964635,0.420967
grid_2d,17,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,17,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,18,100,3487,0.704444,True,0.705036,0.003016,0.704444,1.295556,0.838107,0.042841
dense_random,18,100,4460,0.90101,True,0.901409,0.00101,0.90101,1.09899,0.933497,0.017894
powerlaw,18,100,291,0.058788,False,0.156651,0.01639,0.058788,2.606263,2.673244,0.353598
powerlaw,18,100,475,0.09596,False,0.172177,0.012523,0.09596,2.227273,1.647886,0.253518
complete,18,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,18,100,524,0.105859,False,0.681542,0.027572,0.105859,3.70202,3.40882,0.669294
unit_disk,18,100,1067,0.215556,False,0.709539,0.014036,0.215556,2.375556,2.084939,0.487408
grid_2d,18,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,18,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,19,100,3497,0.706465,True,0.707068,0.002995,0.706465,1.293535,0.838863,0.040801
dense_random,19,100,4456,0.900202,True,0.900144,0.001018,0.900202,1.099798,0.932524,0.017234
powerlaw,19,100,291,0.058788,False,0.180972,0.015731,0.058788,2.541616,3.166837,0.344257
powerlaw,19,100,475,0.09596,False,0.200197,0.01247,0.09596,2.22202,1.920589,0.247747
complete,19,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,19,100,581,0.117374,False,0.637267,0.024492,0.117374,3.400202,2.998073,0.556667
unit_disk,19,100,1206,0.243636,False,0.682778,0.012583,0.243636,2.233131,1.815627,0.402398
grid_2d,19,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,19,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,20,100,3441,0.695152,True,0.695915,0.003111,0.695152,1.304848,0.834966,0.042135
dense_random,20,100,4436,0.896162,True,0.895806,0.00106,0.896162,1.103838,0.929733,0.018078
powerlaw,20,100,291,0.058788,False,0.184672,0.015935,0.058788,2.561616,3.206361,0.343011
powerlaw,20,100,475,0.09596,False,0.204527,0.012616,0.09596,2.236364,1.949545,0.254994
complete,20,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,20,100,489,0.098788,False,0.649465,0.029975,0.098788,3.937576,3.371857,0.647919
unit_disk,20,100,1037,0.209495,False,0.690834,0.014776,0.209495,2.448081,2.045887,0.524945
grid_2d,20,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,20,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,21,100,3508,0.708687,True,0.706997,0.002973,0.708687,1.291313,0.836968,0.040789
dense_random,21,100,4478,0.904646,True,0.904605,0.000973,0.904646,1.095354,0.935299,0.017346
powerlaw,21,100,291,0.058788,False,0.136478,0.016147,0.058788,2.582424,2.350501,0.338287
powerlaw,21,100,475,0.09596,False,0.18968,0.012484,0.09596,2.223434,1.818539,0.272308
complete,21,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,21,100,454,0.091717,False,0.659129,0.029876,0.091717,3.927879,3.819332,0.671906
unit_disk,21,100,942,0.190303,False,0.678128,0.01545,0.190303,2.514141,2.22315,0.513383
grid_2d,21,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,21,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,22,100,3436,0.694141,True,0.694491,0.003121,0.694141,1.305859,0.83411,0.045585
dense_random,22,100,4460,0.90101,True,0.900941,0.00101,0.90101,1.09899,0.933012,0.016297
powerlaw,22,100,291,0.058788,False,0.172585,0.015778,0.058788,2.546263,3.01457,0.335512
powerlaw,22,100,475,0.09596,False,0.220704,0.01235,0.09596,2.210303,2.12855,0.24137
complete,22,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,22,100,496,0.100202,False,0.657077,0.02846,0.100202,3.789091,3.473382,0.652407
unit_disk,22,100,998,0.201616,False,0.696074,0.015302,0.201616,2.499596,2.124677,0.512412
grid_2d,22,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,22,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,23,100,3499,0.706869,True,0.70667,0.002991,0.706869,1.293131,0.83806,0.043955
dense_random,23,100,4452,0.899394,True,0.899859,0.001027,0.899394,1.100606,0.932567,0.015863
powerlaw,23,100,291,0.058788,False,0.20679,0.015409,0.058788,2.510101,3.664069,0.337561
powerlaw,23,100,475,0.09596,False,0.201547,0.012511,0.09596,2.226061,1.930031,0.253886
complete,23,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,23,100,503,0.101616,False,0.646156,0.027965,0.101616,3.740606,3.391061,0.63929
unit_disk,23,100,1069,0.21596,False,0.682376,0.013863,0.21596,2.358586,2.014539,0.480535
grid_2d,23,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,23,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,24,100,3420,0.690909,True,0.691663,0.003154,0.690909,1.309091,0.83346,0.048735
dense_random,24,100,4420,0.892929,True,0.893026,0.001093,0.892929,1.107071,0.928235,0.018205
powerlaw,24,100,291,0.058788,False,0.154689,0.016696,0.058788,2.636162,2.609821,0.347469
powerlaw,24,100,475,0.09596,False,0.181768,0.012329,0.09596,2.208283,1.754644,0.250307
complete,24,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,24,100,514,0.103838,False,0.649658,0.029159,0.103838,3.857576,3.205273,0.64578
unit_disk,24,100,1072,0.216566,False,0.702377,0.01429,0.216566,2.400404,2.029901,0.52019
grid_2d,24,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,24,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,25,100,3397,0.686263,True,0.685196,0.003201,0.686263,1.313737,0.829642,0.044286
dense_random,25,100,4415,0.891919,True,0.891696,0.001103,0.891919,1.108081,0.927291,0.018298
powerlaw,25,100,291,0.058788,False,0.152232,0.016403,0.058788,2.607475,2.596627,0.339935
powerlaw,25,100,475,0.09596,False,0.188677,0.012389,0.09596,2.214141,1.816514,0.263871
complete,25,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,25,100,528,0.106667,False,0.677488,0.029147,0.106667,3.856364,3.217864,0.658148
unit_disk,25,100,1027,0.207475,False,0.690311,0.014436,0.207475,2.414747,2.099448,0.494316
grid_2d,25,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,25,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,26,100,3459,0.698788,True,0.698524,0.003074,0.698788,1.301212,0.835035,0.04382
dense_random,26,100,4431,0.895152,True,0.895225,0.00107,0.895152,1.104848,0.929562,0.017297
powerlaw,26,100,291,0.058788,False,0.112803,0.016696,0.058788,2.636162,1.903156,0.349594
powerlaw,26,100,475,0.09596,False,0.205257,0.012595,0.09596,2.234343,1.95827,0.26174
complete,26,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,26,100,456,0.092121,False,0.65506,0.032529,0.092121,4.187879,3.537436,0.672255
unit_disk,26,100,912,0.184242,False,0.698006,0.017001,0.184242,2.666061,2.25375,0.556
grid_2d,26,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,26,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,27,100,3407,0.688283,True,0.688364,0.003181,0.688283,1.311717,0.831731,0.047611
dense_random,27,100,4415,0.891919,True,0.892317,0.001103,0.891919,1.108081,0.927937,0.01902
powerlaw,27,100,291,0.058788,False,0.124658,0.015941,0.058788,2.562222,2.163852,0.337526
powerlaw,27,100,475,0.09596,False,0.175513,0.012663,0.09596,2.24101,1.669519,0.243251
complete,27,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,27,100,550,0.111111,False,0.646782,0.02665,0.111111,3.611717,3.095296,0.627595
unit_disk,27,100,1081,0.218384,False,0.697178,0.014475,0.218384,2.418586,1.977685,0.487701
grid_2d,27,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,27,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,28,100,3463,0.699596,True,0.699106,0.003065,0.699596,1.300404,0.835056,0.042711
dense_random,28,100,4450,0.89899,True,0.89938,0.001031,0.89899,1.10101,0.932241,0.016436
powerlaw,28,100,291,0.058788,False,0.122294,0.016413,0.058788,2.608485,2.085162,0.341423
powerlaw,28,100,475,0.09596,False,0.199733,0.012329,0.09596,2.208283,1.928064,0.258595
complete,28,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,28,100,560,0.113131,False,0.646468,0.025968,0.113131,3.544848,3.072775,0.614192
unit_disk,28,100,1118,0.225859,False,0.697608,0.013886,0.225859,2.360808,1.939011,0.486483
grid_2d,28,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,28,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,29,100,3428,0.692525,True,0.691788,0.003137,0.692525,1.307475,0.832232,0.045873
dense_random,29,100,4441,0.897172,True,0.896682,0.001049,0.897172,1.102828,0.930213,0.018355
powerlaw,29,100,291,0.058788,False,0.129599,0.016026,0.058788,2.570505,2.242367,0.328238
powerlaw,29,100,475,0.09596,False,0.190237,0.012226,0.09596,2.198182,1.844831,0.247996
complete,29,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,29,100,519,0.104848,False,0.679126,0.032294,0.104848,4.164848,3.060841,0.671899
unit_disk,29,100,1048,0.211717,False,0.705125,0.014449,0.211717,2.41596,2.086503,0.521756
grid_2d,29,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,29,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,30,100,3512,0.709495,True,0.710826,0.002964,0.709495,1.290505,0.840843,0.041206
dense_random,30,100,4457,0.900404,True,0.901206,0.001016,0.900404,1.099596,0.93354,0.017932
powerlaw,30,100,291,0.058788,False,0.121519,0.016153,0.058788,2.58303,2.092373,0.33106
powerlaw,30,100,475,0.09596,False,0.214736,0.011956,0.09596,2.171717,2.10779,0.231745
complete,30,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,30,100,540,0.109091,False,0.62728,0.026011,0.109091,3.549091,3.135501,0.612562
unit_disk,30,100,1120,0.226263,False,0.686503,0.013259,0.226263,2.299394,1.954486,0.457034
grid_2d,30,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,30,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,31,100,3422,0.691313,True,0.690764,0.00315,0.691313,1.308687,0.832032,0.045997
dense_random,31,100,4440,0.89697,True,0.896636,0.001051,0.89697,1.10303,0.93025,0.014859
powerlaw,31,100,291,0.058788,False,0.180813,0.015294,0.058788,2.498788,3.218291,0.324772
powerlaw,31,100,475,0.09596,False,0.175752,0.012515,0.09596,2.226465,1.682716,0.250992
complete,31,50,1225,1.0,True,1.0,0.0,1.0,1.0,1.005191,0.0
unit_disk,31,100,533,0.107677,False,0.656879,0.028501,0.107677,3.793131,3.129715,0.639782
unit_disk,31,100,1090,0.220202,False,0.691675,0.013873,0.220202,2.359596,1.989156,0.500909
grid_2d,31,100,180,0.036364,False,0.0,0.057823,0.036364,6.666667,0.0,0.633549
grid_2d,31,225,420,0.016667,False,0.0,0.040359,0.016667,10.0,0.0,0.720779
dense_random,32,100,3414,0.689697,True,0.690187,0.003166,0.689697,1.310303,0.832717,0.04864
dense_random,32,100,4477,0.904444,True,0.905009,0.000975,0.904444,1.095556,0.9358,0.013779
powerlaw,32,100,291,0.058788,False,0.20392,0.016052,0.058788,2.573131,3.524696,0.336758
powerlaw,32,100,475,0.09596,False,0.205132,0.012288,0.09596,2.204242,1.983808,0.245855
